time,win,loss
2022-07-22 21:29:17.368865,1,"0
"
2022-07-22 21:31:54.213930,0,"1
"
2022-07-22 21:34:23.047683,1,"0
"
2022-07-22 21:38:50.357543,1,"0
"
2022-07-22 21:40:23.215881,1,"0
"
2022-07-22 21:41:56.206191,1,"0
"
2022-07-22 21:43:53.200964,1,"0
"
2022-07-22 21:45:47.319350,1,"0
"
2022-07-22 21:47:52.112828,1,"0
"
2022-07-22 21:49:25.201336,1,"0
"
2022-07-22 21:50:58.449748,1,"0
"
2022-07-22 21:53:24.423874,0,"1
"
2022-07-22 23:46:17.323747,0,"1
"
2022-07-22 23:48:47.527005,0,"1
"
2022-07-22 23:50:12.726877,1,"0
"
2022-07-22 23:51:16.584546,1,"0
"
2022-07-25 10:43:17.947163,1,"0
"
2022-07-25 10:44:21.758730,1,"0
"
2022-07-25 10:45:25.593381,1,"0
"
2022-07-25 13:55:54.803085,0,"1
"
2022-07-25 13:57:27.666614,0,"1
"
2022-07-25 16:26:30.924321,1,"0
"
2022-07-25 16:30:34.719371,1,"0
"
2022-07-25 16:32:07.941268,1,"0
"
2022-07-25 16:33:33.329627,1,"0
"
2022-07-25 16:35:29.993015,1,"0
"
2022-07-25 16:37:55.769175,1,"0
"
2022-07-25 16:40:03.106150,1,"0
"
2022-07-25 16:41:35.890490,1,"0
"
2022-07-25 16:43:01.195415,1,"0
"
2022-07-25 16:44:36.786436,1,"0
"
2022-07-25 16:46:30.764838,1,"0
"
2022-07-25 16:47:34.685182,1,"0
"
2022-07-25 16:50:00.373867,0,"1
"
2022-07-25 16:51:04.555235,1,"0
"
2022-07-25 16:54:04.768316,1,"0
"
2022-07-25 16:55:58.667255,1,"0
"
2022-07-25 16:57:31.615270,0,"1
"
2022-07-25 17:01:35.557579,1,"0
"
2022-07-25 17:03:08.496937,1,"0
"
2022-07-25 17:05:29.683560,0,"1
"
2022-07-25 17:08:06.373224,1,"0
"
2022-07-25 17:10:00.308997,1,"0
"
2022-07-25 17:11:04.160364,1,"0
"
2022-07-25 17:12:08.028863,1,"0
"
2022-07-25 17:14:02.896957,1,"0
"
2022-07-25 17:15:06.849264,1,"0
"
2022-07-25 17:20:00.849577,0,"1
"
2022-07-25 17:21:36.447220,1,"0
"
2022-07-25 17:23:09.232783,0,"1
"
2022-07-25 17:26:29.330860,1,"0
"
2022-07-25 17:28:04.910913,1,"0
"
2022-07-25 17:29:58.779938,0,"1
"
2022-07-25 17:31:31.781634,1,"0
"
2022-07-25 17:32:35.635119,1,"0
"
2022-07-25 17:34:08.401094,0,"1
"
2022-07-25 17:35:12.275931,1,"0
"
2022-07-25 17:38:31.174195,0,"1
"
2022-07-25 17:39:34.971602,1,"0
"
2022-07-25 17:41:10.526266,1,"0
"
2022-07-25 17:42:15.043309,1,"0
"
2022-07-25 17:43:18.937771,1,"0
"
2022-07-25 17:44:51.652055,0,"1
"
2022-07-25 17:47:38.440165,0,"1
"
2022-07-25 17:48:42.318330,1,"0
"
2022-07-25 17:50:15.099360,1,"0
"
2022-07-25 17:51:19.017458,1,"0
"
2022-07-25 17:53:34.310972,0,"1
"
2022-07-25 17:55:38.844817,0,"1
"
2022-07-25 17:57:11.661905,0,"1
"
2022-07-25 17:58:36.706139,1,"0
"
2022-07-25 17:59:40.676711,1,"0
"
2022-07-25 18:01:05.731918,1,"0
"
2022-07-25 18:02:41.347461,1,"0
"
2022-07-25 18:04:14.200520,1,"0
"
2022-07-25 18:05:47.507144,1,"0
"
2022-07-25 18:09:09.506485,1,"0
"
2022-07-25 18:10:13.391214,1,"0
"
2022-07-25 18:11:46.195890,0,"1
"
2022-07-25 18:15:04.754817,0,"1
"
2022-07-25 18:16:18.835001,1,"0
"
2022-07-25 18:17:51.616382,0,"1
"
2022-07-25 18:21:10.340176,0,"1
"
2022-07-25 18:24:39.359495,1,"0
"
2022-07-25 18:26:44.005123,1,"0
"
2022-07-25 18:28:19.633939,1,"0
"
2022-07-25 18:29:52.422814,0,"1
"
2022-07-25 18:32:18.024345,0,"1
"
2022-07-25 18:34:12.182580,0,"1
"
2022-07-25 18:35:16.270898,1,"0
"
2022-07-25 18:36:20.178680,1,"0
"
2022-07-25 18:37:52.944995,0,"1
"
2022-07-25 18:39:17.928527,1,"0
"
2022-07-25 18:40:51.098047,1,"0
"
2022-07-25 18:44:41.368846,1,"0
"
2022-07-25 18:45:45.356870,1,"0
"
2022-07-25 18:47:18.115071,1,"0
"
2022-07-25 18:48:51.160706,0,"1
"
2022-07-25 18:50:47.913405,1,"0
"
2022-07-25 18:52:42.390742,0,"1
"
2022-07-25 18:54:15.581013,1,"0
"
2022-07-25 18:55:51.122349,1,"0
"
2022-07-25 18:58:16.780271,0,"1
"
2022-07-25 18:59:20.698796,1,"0
"
2022-07-25 19:00:45.746384,1,"0
"
2022-07-25 19:04:15.246690,0,"1
"
2022-07-25 19:07:12.959320,1,"0
"
2022-08-15 13:07:39.243341,1,"0
"
2022-08-15 13:09:44.145744,1,"0
"
2022-08-15 13:11:52.410640,1,"0
"
2022-08-15 13:12:56.463233,1,"0
"
2022-08-15 13:14:00.390976,1,"0
"
2022-08-15 13:16:48.356889,0,"1
"
2022-08-15 13:18:24.330610,1,"0
"
2022-08-15 13:19:28.331827,1,"0
"
2022-08-15 13:24:44.736638,0,"1
"
2022-08-15 13:25:49.637136,1,"0
"
2022-08-15 13:26:53.697319,1,"0
"
2022-08-15 13:27:57.664485,1,"0
"
2022-08-15 13:29:22.905367,1,"0
"
2022-08-15 13:32:52.747961,1,"0
"
2022-08-15 13:34:49.901576,1,"0
"
2022-08-15 13:35:53.907081,1,"0
"
2022-08-15 13:36:57.857629,1,"0
"
2022-08-15 13:38:31.250966,0,"1
"
2022-08-15 13:40:15.381295,1,"0
"
2022-08-15 13:41:19.330644,1,"0
"
2022-08-15 13:42:52.341557,0,"1
"
2022-08-15 13:47:47.211834,1,"0
"
2022-08-15 13:49:54.855728,1,"0
"
2022-08-15 13:52:21.442596,1,"0
"
2022-08-15 13:54:47.549443,0,"1
"
2022-08-15 13:57:24.435716,0,"1
"
2022-08-15 13:58:29.002266,1,"0
"
2022-08-15 14:01:16.708808,1,"0
"
2022-08-15 14:03:56.288381,1,"0
"
2022-08-15 14:05:50.477656,0,"1
"
2022-08-15 14:07:26.395591,1,"0
"
2022-08-15 14:09:20.772287,1,"0
"
2022-08-22 08:48:01.141644,1,"0
"
2022-08-22 08:49:05.012130,1,"0
"
2022-08-22 08:50:08.844068,1,"0
"
2022-08-22 08:51:13.059992,1,"0
"
2022-08-22 08:53:28.184458,1,"0
"
2022-08-22 08:55:00.934689,1,"0
"
2022-08-22 08:57:29.281185,1,"0
"
2022-08-22 08:59:02.240868,1,"0
"
2022-08-22 09:00:35.067424,1,"0
"
2022-08-22 09:01:39.217284,1,"0
"
2022-08-22 09:03:12.096801,0,"1
"
2022-08-22 09:04:58.247861,1,"0
"
2022-08-22 09:06:23.344054,1,"0
"
2022-08-22 09:07:58.940429,1,"0
"
2022-08-22 09:12:52.981106,0,"1
"
2022-08-22 09:14:29.000449,1,"0
"
2022-08-22 09:15:54.298196,1,"0
"
2022-08-22 09:16:58.173947,1,"0
"
2022-08-22 09:18:02.060910,1,"0
"
2022-08-22 09:19:27.085532,1,"0
"
2022-08-22 09:20:31.015075,1,"0
"
2022-08-22 09:22:03.816112,0,"1
"
2022-08-22 09:23:07.732861,1,"0
"
2022-08-22 09:27:00.872879,1,"0
"
2022-08-22 09:28:04.761371,1,"0
"
2022-08-22 09:31:23.360836,0,"1
"
2022-08-22 09:33:28.379359,0,"1
"
2022-08-22 09:35:54.049414,0,"1
"
2022-08-22 09:37:26.850264,1,"0
"
2022-08-22 09:38:59.750838,1,"0
"
2022-08-22 09:40:53.763140,0,"1
"
2022-08-22 09:41:57.705794,1,"0
"
2022-08-22 09:43:51.879023,0,"1
"
2022-08-22 09:46:31.238584,1,"0
"
2022-08-22 09:47:35.196672,1,"0
"
2022-08-22 09:48:39.121310,1,"0
"
2022-08-22 09:50:25.606631,1,"0
"
2022-08-22 09:51:58.445267,1,"0
"
2022-08-22 09:53:02.434557,1,"0
"
2022-08-22 09:54:06.444318,1,"0
"
2022-08-22 09:55:40.064915,1,"0
"
2022-08-22 09:57:13.086721,0,"1
"
2022-08-22 10:00:21.819424,0,"1
"
2022-08-22 10:02:29.489498,1,"0
"
2022-08-22 10:04:55.749828,1,"0
"
2022-08-22 10:05:59.744860,1,"0
"
2022-08-22 10:07:03.631697,1,"0
"
2022-08-22 10:08:28.815796,1,"0
"
2022-08-22 10:50:44.629548,1,"0
"
2022-08-22 10:52:17.827622,0,"1
"
2022-08-24 18:05:12.017885,1,"0
"
2022-08-24 18:06:46.114182,1,"0
"
2022-08-24 18:08:00.699766,1,"0
"
2022-08-24 18:09:33.633665,0,"1
"
2022-08-24 18:10:37.626253,1,"0
"
2022-08-24 18:13:57.310988,1,"0
"
2022-08-24 18:17:30.749923,1,"0
"
2022-08-24 18:20:28.704395,0,"1
"
2022-08-24 18:23:27.104653,1,"0
"
2022-08-24 18:50:50.093836,1,"0
"
2022-08-24 18:52:24.030352,1,"0
"
2022-08-24 18:53:57.009666,1,"0
"
2022-08-24 18:55:30.911777,0,"1
"
2022-08-24 18:58:34.938101,1,"0
"
2022-08-24 19:00:08.623570,1,"0
"
2022-08-24 19:02:37.065335,1,"0
"
2022-08-24 19:09:01.950167,0,"1
"
2022-08-24 19:10:30.279383,0,"1
"
2022-08-24 19:11:54.976352,1,"0
"
2022-08-24 19:13:28.725679,1,"0
"
2022-08-24 19:19:02.038683,0,"1
"
2022-08-24 19:21:31.833516,1,"0
"
2022-08-24 19:24:04.245842,1,"0
"
2022-08-24 19:25:09.064512,1,"0
"
2022-08-24 19:31:08.849526,1,"0
"
2022-08-24 19:32:13.116767,1,"0
"
2022-08-24 19:33:39.159480,1,"0
"
2022-08-24 19:42:19.138744,1,"0
"
2022-08-24 19:45:33.494535,1,"0
"
2022-08-24 19:48:41.070489,1,"0
"
2022-08-24 19:50:15.705267,0,"1
"
2022-08-24 19:51:21.481985,1,"0
"
2022-08-24 19:52:58.181398,0,"1
"
2022-08-24 19:55:09.802409,1,"0
"
2022-08-24 19:57:11.520770,1,"0
"
2022-08-24 19:59:08.902267,1,"0
"
2022-08-24 20:00:44.050765,1,"0
"
2022-08-24 20:03:02.984676,0,"1
"
2022-08-24 20:04:07.937457,1,"0
"
2022-08-24 20:07:09.328737,0,"1
"
2022-08-24 20:09:37.948365,0,"1
"
2022-08-24 20:11:33.852644,1,"0
"
2022-08-24 20:12:40.114224,1,"0
"
2022-08-24 20:13:45.746193,1,"0
"
2022-08-24 20:15:13.918464,1,"0
"
2022-08-24 20:16:18.957356,1,"0
"
2022-08-24 20:18:04.805341,0,"1
"
2022-08-24 20:21:07.294313,1,"0
"
2022-08-24 20:23:09.205613,1,"0
"
2022-08-24 21:23:07.198004,1,"0
"
2022-08-24 21:24:43.636984,1,"0
"
2022-08-24 21:26:42.094204,1,"0
"
2022-08-24 21:27:46.162588,1,"0
"
2022-08-24 21:29:40.416247,1,"0
"
2022-08-24 21:30:45.218910,1,"0
"
2022-08-24 21:33:11.241513,0,"1
"
2022-08-24 21:34:15.720180,1,"0
"
2022-08-24 21:36:12.743311,1,"0
"
2022-08-24 21:38:17.505016,1,"0
"
2022-08-24 21:41:18.530685,1,"0
"
2022-08-24 21:43:12.932748,1,"0
"
2022-08-24 21:44:49.142472,1,"0
"
2022-08-24 21:45:53.118702,1,"0
"
2022-08-24 21:48:08.413124,1,"0
"
2022-08-24 21:50:47.706555,1,"0
"
2022-08-24 21:54:23.462931,1,"0
"
2022-08-24 21:57:11.274545,1,"0
"
2022-08-24 21:59:15.957396,1,"0
"
2022-08-24 22:00:19.823332,1,"0
"
2022-08-24 22:02:14.839907,1,"0
"
2022-08-24 22:03:18.865844,1,"0
"
2022-08-24 22:04:22.774421,1,"0
"
2022-08-24 22:05:56.047965,1,"0
"
2022-08-24 22:10:39.556369,1,"0
"
2022-08-24 22:13:19.050308,1,"0
"
2022-08-24 22:14:25.085189,1,"0
"
2022-08-24 22:15:58.015813,1,"0
"
2022-08-24 22:17:31.486465,0,"1
"
2022-08-24 22:21:11.956258,1,"0
"
2022-08-24 22:24:17.433562,1,"0
"
2022-08-24 22:26:43.982164,0,"1
"
2022-08-24 22:28:52.249662,1,"0
"
2022-08-24 22:29:56.682380,1,"0
"
2022-08-24 22:31:21.680904,1,"0
"
2022-08-24 22:33:50.418652,1,"0
"
2022-08-24 22:35:23.329749,0,"1
"
2022-08-24 22:37:18.169670,1,"0
"
2022-08-25 19:31:39.028781,1,"0
"
2022-08-25 19:33:12.862927,0,"1
"
2022-08-25 19:39:43.322473,1,"0
"
2022-08-25 19:41:19.458865,1,"0
"
2022-08-25 19:42:53.063147,1,"0
"
2022-08-25 19:43:57.780989,1,"0
"
2022-08-25 19:45:32.711382,1,"0
"
2022-08-25 19:47:07.066109,0,"1
"
2022-08-25 19:48:43.075794,1,"0
"
2022-08-25 19:49:48.279096,1,"0
"
2022-08-25 19:52:37.371163,1,"0
"
2022-08-25 19:53:42.083633,1,"0
"
2022-08-25 20:02:38.047350,1,"0
"
2022-08-25 20:04:11.709535,1,"0
"
2022-08-25 20:06:11.106095,1,"0
"
2022-08-25 20:07:15.477281,1,"0
"
2022-08-25 20:12:10.265250,1,"0
"
2022-08-25 20:14:16.065407,0,"1
"
2022-08-25 20:15:42.064632,1,"0
"
2022-08-25 20:18:14.310315,1,"0
"
2022-08-25 20:19:19.847530,1,"0
"
2022-08-25 20:21:37.486493,1,"0
"
2022-08-25 20:23:44.081403,0,"1
"
2022-08-25 20:25:17.549718,0,"1
"
2022-08-25 20:27:13.474449,0,"1
"
2022-08-25 20:29:10.412623,0,"1
"
2022-08-25 20:32:12.906859,1,"0
"
2022-08-25 20:33:17.194208,1,"0
"
2022-08-25 20:34:50.364795,0,"1
"
2022-08-26 23:37:33.503634,1,"0
"
2022-08-26 23:39:51.178508,1,"0
"
2022-08-26 23:40:55.332116,1,"0
"
2022-08-26 23:43:20.699619,0,"1
"
2022-08-29 17:10:30.885146,0,"1
"
2022-08-29 17:12:25.494156,1,"0
"
2022-08-29 17:14:01.777478,1,"0
"
2022-08-29 17:16:32.415976,1,"0
"
2022-08-29 17:17:36.487278,1,"0
"
2022-08-29 17:20:02.900275,1,"0
"
2022-08-29 17:22:29.198642,1,"0
"
2022-08-29 17:24:59.226082,1,"0
"
2022-08-29 17:27:29.171703,1,"0
"
2022-08-29 17:29:04.946358,1,"0
"
2022-08-29 17:30:38.872502,1,"0
"
2022-08-29 17:32:54.391877,1,"0
"
2022-08-29 17:35:02.105108,1,"0
"
2022-08-29 17:36:35.789423,1,"0
"
2022-08-29 17:38:09.134413,1,"0
"
2022-08-29 17:40:03.508345,1,"0
"
2022-08-29 17:41:07.554715,1,"0
"
2022-08-29 17:42:41.808328,1,"0
"
2022-08-29 17:44:17.508675,1,"0
"
2022-08-29 23:16:42.925468,0,"1
"
2022-08-29 23:17:47.765657,1,"0
"
2022-08-29 23:19:20.502258,0,"1
"
2022-08-31 13:37:05.618494,0,"1
"
2022-08-31 13:38:13.899661,1,"0
"
2022-08-31 13:40:42.494248,1,"0
"
2022-08-31 13:44:12.231984,0,"1
"
2022-08-31 13:45:45.242571,1,"0
"
2022-08-31 13:46:49.512361,1,"0
"
2022-08-31 13:48:43.578196,0,"1
"
2022-08-31 13:51:12.077311,1,"0
"
2022-08-31 13:53:16.806022,1,"0
"
2022-08-31 13:55:10.805274,0,"1
"
2022-08-31 13:56:46.681161,1,"0
"
2022-08-31 13:57:50.884793,1,"0
"
2022-08-31 13:59:45.068375,1,"0
"
2022-08-31 14:00:49.044947,1,"0
"
2022-08-31 14:02:14.210370,1,"0
"
2022-08-31 14:05:12.055982,0,"1
"
2022-08-31 14:08:41.637053,1,"0
"
2022-08-31 14:09:28.860564,1,"0
"
2022-08-31 14:12:16.628997,1,"0
"
2022-08-31 14:13:49.896816,1,"0
"
2022-08-31 14:15:23.304515,0,"1
"
2022-08-31 14:18:04.339838,0,"1
"
2022-08-31 14:19:51.079602,1,"0
"
2022-08-31 14:22:49.191592,1,"0
"
2022-08-31 14:33:21.831240,1,"0
"
2022-08-31 14:53:41.528234,1,"0
"
2022-08-31 14:55:24.934854,0,"1
"
2022-08-31 14:56:57.824175,1,"0
"
2022-08-31 14:59:55.612396,0,"1
"
2022-08-31 15:14:03.239568,1,"0
"
2022-08-31 15:18:57.624956,0,"1
"
2022-08-31 17:31:06.874349,0,"1
"
2022-08-31 17:41:11.655152,1,"0
"
2022-08-31 17:55:20.164184,0,"1
"
2022-08-31 17:58:38.023199,0,"1
"
2022-08-31 17:59:41.882371,1,"0
"
2022-08-31 18:03:33.220830,1,"0
"
2022-08-31 18:05:06.044822,1,"0
"
2022-08-31 18:06:38.856483,1,"0
"
2022-08-31 18:08:32.846121,1,"0
"
2022-08-31 18:09:36.704241,1,"0
"
2022-08-31 18:10:40.579683,1,"0
"
2022-08-31 18:12:13.751475,1,"0
"
2022-08-31 18:14:07.788668,0,"1
"
2022-08-31 18:17:05.319413,0,"1
"
2022-08-31 18:18:09.229272,1,"0
"
2022-08-31 18:20:06.397039,1,"0
"
2022-08-31 18:22:32.204585,1,"0
"
2022-08-31 18:24:39.760133,1,"0
"
2022-08-31 18:25:43.690746,1,"0
"
2022-08-31 18:27:37.601206,1,"0
"
2022-08-31 18:30:03.483209,0,"1
"
2022-08-31 18:33:11.760085,1,"0
"
2022-08-31 18:35:37.515590,0,"1
"
2022-08-31 18:36:41.416634,1,"0
"
2022-08-31 18:38:35.446679,0,"1
"
2022-08-31 18:39:39.571644,1,"0
"
2022-08-31 18:41:33.532880,1,"0
"
2022-08-31 18:42:37.454902,1,"0
"
2022-08-31 18:44:10.365798,0,"1
"
2022-08-31 18:46:07.706040,1,"0
"
2022-08-31 18:49:40.006724,1,"0
"
2022-08-31 18:52:05.774908,1,"0
"
2022-08-31 18:53:39.092825,1,"0
"
2022-08-31 18:55:47.346747,0,"1
"
2022-08-31 18:56:52.005613,1,"0
"
2022-08-31 18:57:59.447784,1,"0
"
2022-08-31 19:00:16.756010,1,"0
"
2022-09-01 18:06:12.551251,1,"0
"
2022-09-01 18:08:10.045636,1,"0
"
2022-09-01 18:11:11.911681,1,"0
"
2022-09-01 18:13:07.269440,1,"0
"
2022-09-01 18:14:11.692636,1,"0
"
2022-09-01 18:16:41.604617,1,"0
"
2022-09-01 18:17:45.743350,1,"0
"
2022-09-01 18:18:50.646681,1,"0
"
2022-09-01 18:20:24.201884,0,"1
"
2022-09-01 18:36:43.381458,1,"0
"
2022-09-01 18:40:14.102809,1,"0
"
2022-09-01 18:41:18.654828,1,"0
"
2022-09-01 18:42:22.840584,1,"0
"
2022-09-01 18:43:55.898219,0,"1
"
2022-09-01 18:45:29.236438,1,"0
"
2022-09-01 18:46:33.499090,1,"0
"
2022-09-01 18:47:11.994613,1,"0
"
2022-09-01 18:48:45.205479,1,"0
"
2022-09-02 19:33:35.532001,1,"0
"
2022-09-02 19:36:03.269240,1,"0
"
2022-09-02 19:37:07.173381,1,"0
"
2022-09-02 19:38:32.157514,1,"0
"
2022-09-02 19:42:54.436431,1,"0
"
2022-09-02 19:44:27.172771,0,"1
"
2022-09-02 19:45:31.412978,1,"0
"
2022-09-02 19:47:25.350007,0,"1
"
2022-09-02 19:48:58.266179,0,"1
"
2022-09-26 18:25:02.691562,1,"0
"
2022-09-26 18:26:57.620830,1,"0
"
2022-09-26 18:28:55.401389,1,"0
"
2022-09-26 18:30:50.124445,1,"0
"
2022-09-26 18:32:28.411211,1,"0
"
2022-09-26 18:34:23.719125,0,"1
"
2022-09-26 18:35:57.581222,1,"0
"
2022-10-16 14:18:12.606912,1,"0
"
2022-10-16 14:19:45.821394,1,"0
"
2022-10-16 14:21:39.897856,0,"1
"
2022-11-27 10:06:59.574513,1,"0
"
2022-11-27 10:12:54.752327,0,"1
"
2022-11-27 10:15:30.641151,0,"1
"
